# 2797b8d3-464d-4372-b492-6c2f7693598f
6	3	2	10	4
0	353.8	2042	308.9	107.2	307.5
328	0	57.3	374.2	754.8	79.4
1127.2	39.8	0	1443.2	483.8	783.1
2124.1	365.1	2205.5	0	356.5	405.6
218.3	414.3	228.7	158.8	0	116
1125.5	34	933.1	123.7	135.5	0
1	6076	1	4
2	6345	1	5
3	8616	1	6
4	8836	1	6
1	4.5	0	1613	18974	18991	22273	5279	1088
2	97.5	16.2	1915	28095	18713	45653	9965	1241
3	11.4	92.3	1423	0	6470	10635	2324	1375
1	6.5	0
2	100	17.5
1	0	28.5	961	861	29873	29873	748	0
2	14.2	40	0	765	589	0	820	778
3	23.2	21.9	188	0	910	214	699	776
4	44.2	45.6	900	0	0	326	204	0
5	56.4	43.5	889	146	126	439	783	0
6	63.7	52.9	0	114	824	100	866	520
7	69.1	61.1	933	0	627	606	952	367
8	74.4	54.6	0	29873	774	0	215	0
9	80.7	62.5	0	220	819	0	7494	0
10	100	82.6	0	910	0	29873	956	455
