# adaa7650-4346-4fbd-a5ff-b2b06fa72940
2	5	3	39	5
0	1771.4
1293	0
1	10478	3	2
2	21480	3	1
3	24374	2	2
4	12484	1	2
5	12142	2	1
1	11.8	15.6	33221	41977
2	86.3	3.9	68658	25812
3	5.4	89	50223	43885
4	92.2	87.1	140383	80039
5	0.5	1.4	0	0
1	4.2	23.9
2	84.7	4.7
3	20.7	83
1	56.2	61.6	0	5140
2	31	23.3	5715	0
3	41.2	75.4	5385	4477
4	35.2	35	0	4776
5	27.7	52.1	4611	8456
6	86.5	82.9	6217	0
7	51	79.5	7838	0
8	42.9	64.4	4622	8535
9	22.8	28.6	0	5351
10	41.9	49.6	7676	0
11	17.4	23.1	4211	0
12	58.3	87.6	8354	0
13	50.9	56.8	6235	0
14	56	36.6	0	5221
15	63.4	64.4	0	8218
16	58.3	83.4	6275	0
17	37.7	36.6	8989	0
18	45.9	46.6	0	8669
19	70	66.6	8833	0
20	60.7	38.2	8173	4329
21	32.6	40.8	0	5546
22	53.1	76.9	4962	6151
23	23.2	55.3	4574	5945
24	64.5	74.6	6084	4137
25	60.9	67.1	4647	0
26	60.8	66.8	4803	0
27	25.7	29.2	4193	0
28	49	76.3	8768	0
29	58.8	27.9	0	7112
30	53.6	68.4	7182	0
31	41.3	43.3	4796	0
32	33.5	82.9	8535	7800
33	13.8	25.7	8088	5853
34	39.1	47.3	5659	0
35	60.1	52.9	5892	0
36	50.3	46.2	4473	7713
37	24	38.2	0	8934
38	50.3	36.9	8401	4565
39	36.7	55.6	4453	4436
