# 76811e7e-47cd-4aff-94ae-eba093a8e435
5	2	4	20	9
0	437.8	450.7	484.2	421.7
222.5	0	152.9	301.1	284.1
215.7	187.5	0	476.1	220.9
257.4	417.1	415.6	0	151.2
310.1	186.9	394.4	186	0
1	5638	4	4
2	8555	3	3
3	21908	4	5
4	19462	3	3
5	12658	1	3
6	1511	4	2
7	1962	2	5
8	10267	2	5
9	3961	4	2
1	5.4	5.8	83982	43436	42068	37883	62863
2	93.5	8.5	59322	81457	67466	69195	71176
1	12.5	2.4
2	99	9.7
3	1.9	3.1
4	94.9	0
1	15.4	20.2	5694	0	6127	7712	4464
2	19.2	35	5660	4370	4329	6624	4766
3	9	19.1	6703	7344	4741	7039	5663
4	26.6	37.4	8290	7002	0	6709	4023
5	18.2	31.5	4438	7534	5880	0	6733
6	39.6	28.6	5627	8752	6628	0	6915
7	46.8	34.3	8628	0	0	4205	4316
8	42.9	41.4	4777	5747	5022	7981	8023
9	43.1	60.8	7512	8931	7656	5107	8121
10	29.5	60	5988	4284	0	6870	4852
11	66.1	43.5	6478	5719	7248	4249	6888
12	65.3	48.6	5077	5079	8598	0	8546
13	50.4	58.2	8243	7539	8393	6573	5443
14	79	44.9	8044	6846	4123	0	6739
15	68.8	70.1	7161	6799	5547	6671	0
16	64.2	65.5	5982	4407	7923	8792	8925
17	72.3	63.9	5958	6681	0	5276	6104
18	85.2	59.1	6263	6084	7642	5285	8382
19	84.9	72	7180	5387	5878	0	5517
20	94.5	65.4	6811	5241	4023	8428	7656
