# 2938f6c3-3722-4c53-bd86-287bfa7cf68e
1	8	1	44	7
0
1	1309	1	1
2	1265	1	1
3	3104	1	1
4	1493	1	1
5	3356	1	1
6	1385	1	1
7	17970	1	1
1	8.3	16	24117
2	87.8	12.7	27077
3	1.4	88.8	21147
4	91	93.2	41052
5	4.1	8	53956
6	88.5	14	73393
7	3.5	89.4	91038
8	88.8	83.9	0
1	15.2	9.9
1	0	19.2	1699
2	12.2	22.1	297
3	20.4	20.4	5741
4	5.3	18.9	8848
5	12.6	32.7	2310
6	9	39.3	360
7	24.2	30	2840
8	14.6	22.8	1483
9	19.8	32.2	8045
10	32.3	48	8111
11	23.1	20.4	6460
12	17.5	39.8	3466
13	34.7	48.7	4185
14	37.4	43.8	7514
15	34.3	46.5	2214
16	41.3	51.5	712
17	31.3	44.8	6021
18	34.7	47.6	3255
19	34	47.5	1285
20	46.8	40.9	691
21	50.8	54.7	8306
22	51.7	55.4	516
23	58	49.1	8708
24	45	51.5	4400
25	52.6	43.3	1199
26	43.2	50.7	2356
27	64.3	48.5	181
28	54	54.3	2561
29	64.1	59.2	3184
30	57.6	63.6	378
31	59	58.4	569
32	66.3	64.2	8182
33	71.4	57	2099
34	68	58.9	504
35	68.7	61	2520
36	78.5	66.1	1686
37	62.9	67.2	6522
38	92.6	68.4	424
39	80.3	59.5	8649
40	73.6	70.5	6870
41	95.4	61.6	3763
42	94.9	73.6	3870
43	88	69	7023
44	95	68.3	174
