# 8464438f-daf9-4483-a0d6-d1edbb78ac78
5	7	3	38	2
0	1431.9	1637.9	2262.7	2116.9
1086.4	0	669.2	937.6	1707.1
1895.4	2475.8	0	513	1734.4
929.6	520.8	1000.7	0	1086.8
2044.9	1701.8	972.6	1135.3	0
1	3535	1	3
2	3347	1	3
1	57.8	94.7	14920	13765	8587	8730	14915
2	74.3	0.6	16983	17199	20102	16146	14323
3	44.8	24.2	24640	14232	13113	10309	16439
4	13.7	21.7	27861	30471	26110	19979	20703
5	14.3	78.5	21911	26475	22785	36262	27345
6	52.9	34.9	51210	48692	66955	26110	49645
7	72.9	47.5	0	0	0	0	0
1	10.3	37.8
2	32.3	67.2
3	46.5	32.5
1	82.6	9.4	5628	1692	475	4415	879
2	53.9	95.6	4340	0	2088	3613	0
3	13	73.3	6438	5375	4289	637	5778
4	90.4	38.5	6726	5922	2013	4041	0
5	17	87.9	0	3641	0	890	0
6	81.3	73.4	0	408	496	5883	0
7	58.2	26	0	0	0	2371	5102
8	15.7	70.9	1088	324	5312	189	5559
9	49.9	42.4	2584	0	0	2313	224
10	3.1	15.4	565	4522	3008	2199	649
11	15.5	10.5	117	0	0	0	6152
12	69.1	21.2	6591	5574	3033	0	0
13	35.5	27.1	0	2327	2387	848	307
14	91	98.2	4350	753	0	3387	862
15	74.8	67.5	6411	6651	535	1631	2689
16	1.8	67.6	0	586	0	0	0
17	13.6	46.9	3457	0	5947	5555	403
18	83.8	66.4	0	6556	393	1791	285
19	55.8	93.3	3971	0	744	0	314
20	35.1	56.5	0	0	4079	0	0
21	69.7	39.9	0	3246	0	6750	0
22	7.4	29.2	5142	6578	3879	119	1501
23	38.9	58.3	0	0	5405	1671	5099
24	37	48.4	0	809	5889	5406	4945
25	37.4	74	0	6053	2426	0	6876
26	98.3	43.8	0	3117	2893	4786	0
27	5.3	44.3	0	1082	3359	4914	6309
28	91.9	9.2	0	207	5283	0	2188
29	46	61.3	3092	3226	3966	0	594
30	73.2	15.4	0	5872	1262	3075	0
31	13.5	99.2	5747	1724	3590	0	5079
32	82.9	39.2	331	0	706	0	5352
33	52.6	47.5	1489	3721	638	879	2155
34	8.5	57.5	1134	2884	1401	2065	0
35	23.2	24.5	729	0	5192	0	5420
36	73.7	32	3468	0	1224	1056	0
37	83.7	15.5	4160	698	618	6106	129
38	14.2	39.8	6820	3955	6703	772	4948
