# 36235029-2288-45b9-bc1f-44c7b9b6e0de
2	4	3	31	3
0	1847.5
637.2	0
1	3297	1	1
2	18127	2	2
3	9471	3	1
1	91.7	19.6	38374	23662
2	86	43.8	48951	18448
3	9.5	65.7	76490	26826
4	8.8	40	0	1168
1	21.8	56.7
2	88.5	72.1
3	38.7	53.8
1	64.8	28.5	3333	1681
2	28.8	3.7	3168	287
3	39	30.8	1071	0
4	78.4	46.9	931	4634
5	31.3	32.7	378	8310
6	16.8	88.7	5743	0
7	24.7	18.2	6466	242
8	58.9	65.6	4077	520
9	39.4	71.1	0	610
10	63.2	88.6	6396	0
11	66	62	1829	640
12	53.2	8.9	596	4245
13	67.9	74.5	4137	5501
14	3.6	36	3197	3025
15	27.2	34.7	0	1473
16	11.2	44	3195	1309
17	0.1	76.8	5461	3788
18	3.6	46.1	1159	6799
19	86.5	86.9	2489	0
20	78.5	78.2	6725	1877
21	98.3	71.2	2817	6100
22	57.1	97.4	7700	1388
23	82.2	43.9	4179	0
24	46.2	91.4	959	0
25	65.5	36.6	8130	884
26	16.2	79.9	1443	371
27	79	24	0	1765
28	73	1.6	4427	0
29	51.8	66.7	124	3086
30	62.2	58.9	1536	0
31	17.5	2.9	7394	380
