# 8182bbfe-c23a-4f40-a0fc-3a381948ed9b
1	1	4	48	4
0
1	8868	4	1
2	20082	4	1
3	6150	3	1
4	4903	4	1
1	58.8	55	385229
1	91.9	15.2
2	80.3	43.7
3	93.5	89.3
4	40.2	11.7
1	44.6	37.5	7476
2	67.8	2.3	4034
3	37.3	84.7	7709
4	13.7	1.9	6707
5	18.7	90.8	8825
6	1	65.8	8677
7	34.5	91.9	6548
8	74.1	1.9	6618
9	89.9	95.9	6420
10	83.6	8.3	5381
11	95.5	28.5	4614
12	9.5	86.9	7889
13	60.4	40.8	6703
14	62.8	73.2	4010
15	6.8	53	8612
16	10.8	90.5	8436
17	94.9	98.8	4801
18	57.8	47.5	4231
19	38.4	14.8	5753
20	8.8	74.2	6239
21	61.8	61.2	8435
22	3.2	16	7862
23	16.2	32.9	7538
24	82.3	75.3	5820
25	83.4	77.4	8193
26	1.6	88	4144
27	81.5	47.3	7826
28	90.4	83.7	8027
29	95.1	41.9	6538
30	86.6	45.5	4092
31	19.2	15.6	7181
32	69.2	25.3	4199
33	26.7	91.4	6922
34	32.2	76.4	4929
35	46.4	43.8	5943
36	87.8	98.8	7302
37	30.2	90.5	7727
38	26.3	41.4	5974
39	4.8	33.3	5176
40	42.9	77.3	8920
41	77.4	93.4	4698
42	25.4	1.5	4936
43	3.6	33.5	7790
44	54.8	83.6	4106
45	44.5	36.7	8797
46	64.8	59.8	7647
47	71	65.6	6683
48	73.9	52.1	6901
