# 7961b84e-13b5-4b37-85f3-8535d9b92799
1	2	3	37	6
0
1	5395	2	1
2	18271	2	1
3	14387	3	1
4	1661	3	1
5	21659	2	1
6	7445	3	1
1	5.8	12.1	187813
2	87.4	11.1	197956
1	2.5	7.1
2	77.7	11.9
3	8.9	17.1
1	68.7	28.9	4862
2	20.2	54.9	8829
3	62	66.1	7990
4	86.9	35.4	4422
5	79.5	33.6	4431
6	78.8	57.7	6892
7	62	64.2	5218
8	71.8	61.8	4898
9	28.8	61.4	7616
10	68.5	49.9	8083
11	62.8	44.9	6904
12	70.6	77.1	8878
13	73.9	54.3	6852
14	62.1	61.8	5580
15	78.3	53.9	7893
16	73.5	70.6	8720
17	80.9	31.9	7805
18	76.9	56.6	8044
19	83.2	48.7	7531
20	63.6	62.2	4328
21	72.5	40.5	6937
22	71.9	47.7	5776
23	83.6	47.3	6751
24	98.3	47.1	8869
25	24.9	59.8	5197
26	65.2	34.5	8266
27	57.2	34.8	6358
28	93.1	53.2	5025
29	24.8	54.5	6882
30	69	26.5	6264
31	78.5	41.2	6803
32	23.9	76.9	4056
33	36.1	35.7	8682
34	75.9	47.2	7335
35	72.5	63	4857
36	99.3	31.8	8339
37	74.6	55.2	7406
