# a7393507-6ee6-4c99-b53b-e71b896f0ddd
4	8	1	42	3
0	405.5	466.4	495.1
242.2	0	169.8	251.7
495.7	385.7	0	417.3
256.7	378.3	398.4	0
1	2780	1	1
2	1332	1	2
3	2401	1	1
1	15.2	32.5	4261	3322	1936	1565
2	79.7	1.9	3489	2933	2440	1773
3	91.9	31.1	5948	5359	3216	4536
4	27.7	8.4	3389	5383	4260	5333
5	82.6	99.9	5617	8640	6119	5382
6	67.2	68.4	8596	8543	8872	7421
7	73.1	72.3	12186	14071	10270	7102
8	32.6	14.5	0	0	0	0
1	41.4	97.9
1	4.1	73.7	352	978	373	896
2	83.6	20	196	193	290	839
3	92.7	12.3	790	227	537	964
4	87.6	6.8	900	782	0	135
5	81.4	21.9	465	973	541	0
6	11.1	7.3	609	640	586	0
7	10.4	60.5	172	503	687	279
8	80.3	15.8	100	540	735	597
9	0.6	79.2	768	995	829	0
10	0.6	64.5	883	731	834	801
11	46.5	92.4	0	554	971	101
12	22.6	86.3	445	109	114	957
13	26.4	74.8	798	709	0	0
14	60.1	73.3	792	777	967	0
15	43.3	35.6	379	0	556	216
16	68.3	52.2	888	936	815	981
17	47.9	9.5	402	856	660	399
18	49.1	72.1	468	307	823	695
19	78.9	30.4	604	150	967	368
20	10.8	6.7	616	950	661	548
21	37.9	16.4	939	414	125	560
22	57.4	34.8	722	833	356	355
23	27.9	94.8	189	685	0	725
24	27.2	64.9	253	599	339	0
25	91.5	77.8	624	661	970	0
26	23.9	55.9	0	925	772	183
27	57.4	12.3	0	925	466	251
28	16.8	19.5	787	166	0	151
29	47.5	80.1	431	377	686	0
30	92.5	32.4	755	332	131	183
31	88.3	12.4	955	326	174	630
32	60.5	70.1	622	859	0	0
33	28.9	31	858	964	582	434
34	4.6	24.2	649	806	660	103
35	72.1	99.8	353	468	297	558
36	33.7	45.6	189	415	854	591
37	48.9	59.5	536	440	367	138
38	97.4	67.8	534	216	0	0
39	5.9	93.6	979	480	239	943
40	72	79.8	0	205	852	935
41	20.8	78.2	592	0	0	903
42	68.2	96	162	275	785	954
