# 57bcd387-32a1-4fba-9383-b7cf598a644c
2	2	4	33	7
0	134.7
32.9	0
1	2286	3	2
2	2585	4	2
3	2989	3	1
4	1467	1	1
5	2892	4	1
6	2778	1	1
7	1877	3	2
1	9.8	6.1	40915	44048
2	82.3	8.3	39535	31167
1	17	15.4
2	86.8	4.8
3	12.3	9.6
4	78.6	0
1	71.6	0.6	8329	0
2	48.9	29.1	0	1984
3	90.3	32.4	7152	996
4	24.1	72	0	3732
5	81.3	16.4	3333	0
6	32.6	64	314	0
7	26	62.3	0	1022
8	25.3	9.2	406	0
9	43	60.4	907	559
10	30.4	64.7	6586	0
11	8.7	84.4	156	0
12	63.9	51.1	3618	0
13	56	61.8	0	1561
14	77.9	26.8	1565	298
15	49.5	34.7	1311	2070
16	46.8	71.8	0	2255
17	66.7	57.2	4241	0
18	68.7	69.1	985	116
19	43.4	40.7	4572	1176
20	16.8	57.6	1334	7245
21	38	35.5	407	0
22	81.2	0	466	7933
23	41.6	86.2	0	917
24	69.8	24.2	7724	0
25	53.6	23.3	0	3921
26	97.4	6.6	762	116
27	36	56.2	0	351
28	85.5	64	0	6973
29	100	20.4	4645	5045
30	26.5	56.9	1751	4939
31	49.7	83.2	0	301
32	58.8	86.3	1619	6516
33	35.7	64.7	2021	0
