# a0e41cbf-8bda-4eca-b489-cac30bf5a2d2
1	5	1	48	4
0
1	8516	1	1
2	9709	1	1
3	4302	1	1
4	7990	1	1
1	13.7	82	26954
2	80.2	89.8	42000
3	79.9	27.3	50338
4	12.6	94.5	57714
5	87.4	42.5	0
1	48.5	0.2
1	45.5	84.3	545
2	53.5	20.6	1407
3	80.3	46.3	178
4	63.1	93.1	5862
5	33.9	68.6	744
6	62.2	94.4	716
7	10.4	7.4	5218
8	40.6	18.2	384
9	83.3	94	526
10	70.7	55.9	309
11	35.8	14.8	4279
12	67.6	29	390
13	18.1	11.5	3180
14	66.4	3.9	3116
15	10.7	57.8	5406
16	97.8	52.3	1176
17	60	51.6	183
18	18.7	20.4	180
19	31.6	95.3	593
20	92.5	15.6	1208
21	15.5	50.5	6481
22	61	25.4	823
23	60.7	41	933
24	27.5	45.9	1768
25	99.9	87.2	1509
26	20.8	64.1	8402
27	57.5	20.3	8109
28	47.8	17.5	792
29	63.5	35.8	696
30	47.6	52.6	4531
31	21	5.1	2543
32	68.8	61.5	1975
33	75.8	32.6	837
34	33.9	35.5	180
35	82.1	30.6	6236
36	27.6	26.2	1027
37	86.2	24.8	2298
38	55.8	15.5	6096
39	72.9	90.7	663
40	57.6	87.3	1906
41	5.9	48.3	563
42	60	2.8	3587
43	41.3	3.2	7269
44	20.8	13.1	699
45	14	29.1	1203
46	75	97.5	1322
47	68.2	0.2	393
48	94.1	53.8	4951
