# 812d0264-aaad-4949-9bc8-2e42a3c34ad9
5	3	5	14	3
0	463.5	367.8	237	467.3
190.6	0	389.7	359.8	374.1
445.8	302.6	0	289.1	221.9
296	373.9	173.5	0	270.7
266.1	361.4	352.8	377	0
1	6634	2	3
2	4942	1	5
3	5839	1	1
1	82.3	11.7	17996	10194	5586	2123	4690
2	80.6	60.4	11774	23452	16218	3277	6183
3	22.5	14.7	9467	3027	4479	1599	0
1	87.8	82.4
2	69	6.5
3	48.9	49.7
4	50.6	83.7
5	27.2	22.7
1	1.1	57.2	333	0	990	0	517
2	29.3	54.7	396	710	0	596	519
3	87.3	11.4	108	318	602	0	139
4	5.3	83.3	406	795	313	0	653
5	23.1	87.8	795	645	454	0	662
6	48.9	60.9	835	0	0	885	0
7	90	93.3	0	442	198	0	258
8	32.9	68.3	867	382	11142	0	0
9	54.1	80.7	160	0	0	746	349
10	61.2	27.2	0	254	927	424	664
11	39.8	90.4	17415	0	0	188	672
12	12.9	46.8	493	460	726	659	652
13	26.2	21.1	989	17415	0	197	796
14	14.6	76.7	122	0	0	393	0
