# df2f3e31-8298-4e9a-87ec-31b604a51251
2	5	3	43	4
0	272.6
264.5	0
1	1734	3	1
2	2404	3	1
3	3726	2	1
4	3113	1	1
1	8.4	18.4	48462	26283
2	98.9	18.4	55207	73946
3	4.4	89.5	86667	77304
4	88.4	87.1	79857	126762
5	7.9	6.5	0	0
1	0	28.4
2	100	19.3
3	3	100
1	0	23.7	0	607
2	20.6	19.7	312	1665
3	28.1	29.3	238	4905
4	3.1	31	3967	0
5	11.2	30.7	6526	988
6	26.3	39	2640	5680
7	12	25.1	762	7923
8	42.7	38.5	3533	2904
9	42.1	31.1	3821	507
10	23.1	44.7	2785	4201
11	16.3	37.6	2613	1563
12	27.7	29	6423	7892
13	43.8	38.7	7216	6895
14	32.1	45.6	0	987
15	49.4	46.1	0	8114
16	36.6	45.8	5591	6346
17	26.5	51.7	4868	1369
18	44.9	36.5	1633	914
19	43.7	49.5	5507	6531
20	41.9	57.5	5050	3099
21	37.7	50.7	749	4926
22	50.6	50.5	6340	1365
23	39	60.1	8662	730
24	61.6	66	523	565
25	59.1	51.1	878	0
26	61	39.3	3135	5426
27	62	43.4	8784	3069
28	59.1	66.3	2200	1000
29	52.9	58.7	601	8649
30	73.1	67.2	650	3248
31	60.8	61.3	4940	3019
32	75.6	76.6	145	1942
33	78	57	3711	149
34	63.2	62	319	2345
35	74.6	64.4	8774	303
36	67.9	61.7	364	366
37	71.3	68.9	5559	2028
38	88.1	75.1	8017	1958
39	78.5	90.6	985	1949
40	73.6	68.5	3144	2453
41	86.7	65.1	4458	253
42	96.6	74.7	645	4264
43	92.6	86.1	499	592
