# ad549093-8232-43d9-a36d-d36c027bf1d3
3	2	2	17	1
0	106.1	124.7
46.2	0	50.8
61.5	138.3	0
1	6772	1	2
1	5.8	11.5	20034	23485	21675
2	92.6	14.3	14454	13548	11571
1	4.6	17.2
2	100	16.6
1	9.4	14.9	0	2006	0
2	23.7	17	3446	0	3120
3	28.9	27.8	0	0	2842
4	13.3	30.2	6772	1688	2565
5	47.7	36.5	0	3803	3648
6	48.9	39.1	1901	0	0
7	51.6	42.2	1499	3771	1809
8	51.2	44.2	3752	1387	0
9	51.4	72.9	0	0	1580
10	40.7	66.7	0	5360	0
11	61.8	56.6	1021	0	0
12	71.6	49	0	2523	2470
13	70.5	60	0	0	2631
14	82.9	71.9	0	3971	0
15	78.6	76.3	2335	0	1778
16	87.9	63	3796	0	0
17	78.7	84.7	0	1823	1196
