# 2b3adb9b-4e48-4a4e-8e92-7ec8f5317373
2	2	3	45	8
0	432.6
178.3	0
1	2616	2	1
2	9856	1	1
3	1886	3	2
4	1706	2	2
5	2179	2	2
6	15019	3	1
7	1616	2	1
8	14763	1	2
1	15.9	30.2	36571	45711
2	38.9	93.3	54465	32823
1	50.7	37.8
2	2	23
3	92.5	31.8
1	32.8	80	0	3472
2	56.7	78.4	1275	0
3	62	27.9	1930	0
4	79.3	65.6	2849	0
5	72.1	32.2	2487	2573
6	10.1	0.6	1024	3601
7	45.3	97.5	3916	2060
8	63.6	47.2	3694	0
9	19.7	97.4	3552	0
10	16.5	70.7	1949	0
11	58.8	9.2	1845	3570
12	90.4	96.7	3491	0
13	20	13	1971	3649
14	65	30.4	1316	3832
15	38	7.3	1969	1453
16	60.4	94.3	3421	1621
17	33	16.8	2322	0
18	26.9	17.9	2572	0
19	58.6	7.2	1065	3758
20	9.8	83.2	0	1557
21	87.9	36.4	1234	3365
22	71.8	40.6	0	2751
23	31.6	21.7	0	2372
24	16.1	97.3	0	1128
25	16.3	30	1381	0
26	94.7	35.8	0	3063
27	88.1	49.9	2131	0
28	36.8	66.1	1024	1444
29	5	33.2	0	2334
30	59	99.2	1801	2117
31	7.2	44.5	2928	2366
32	33	73.8	2121	1852
33	23.7	62.9	0	2862
34	27	0.9	2983	0
35	93.3	57.7	2440	0
36	83	29.2	2471	0
37	69.2	15.9	3784	0
38	41.8	0.2	0	3103
39	34.7	36.2	1706	0
40	69.8	51	2521	1605
41	51.8	72.3	3667	2834
42	61.9	18.6	2804	1305
43	99.8	33.1	2033	3216
44	72.3	65.1	0	2966
45	20.6	5	3587	0
